"run.n","nodal.spacing","n.iterations","i.top.temp","i.bot.temp","time.step","pave.length","SVF","layer.profile","end.day","n.days","run.time","RMSE","CFL_fail","broke.t","ref","depth","batch.name","batch.id","albedo","emissivity","pave.name","valid.site","station.name","station.dist.km","season","L1.layer","L1.thickness","L1.k","L1.rho","L1.c","L1.albedo","L1.emissivity","L1.R.c.top","pave.thick","mean.k","mean.c","mean.rho","L2.layer","L2.thickness","L2.k","L2.rho","L2.c","L2.albedo","L2.emissivity","L2.R.c.top","L3.layer","L3.thickness","L3.k","L3.rho","L3.c","L3.albedo","L3.emissivity","L3.R.c.top","min.T_0.5m","avg.T_0.5m","max.T_0.5m","min.T_1.0m","avg.T_1.0m","max.T_1.0m","date.time.obs","date.time.mod","dif.sec","Modeled","Observed","error","p.err","air.temp.c","daytime","day.sea"
41,10,1,33.5,33.5,30,100,1,2,2013-10-30,3,22.86,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Fall","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.3959906812314,33.4771485220417,33.5,31.6790043233749,32.8614624658585,33.5,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,22.463124192003,17.4500007629395,5.01312342906351,0.287284997701,17.78,"Night","Fall Night"
42,10,1,33.5,33.5,30,100,1,3,2013-10-30,3,22.84,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.3917598438926,33.4717974045842,33.5,32.5090046937227,32.9837387399843,33.5,2013-10-30 22:34:54,2013-10-30 22:35:00,5.58800005912781,23.8473637739643,18.1499996185303,5.69736415543406,0.313904367778461,15.63,"Night","Fall Night"
43,10,1,33.5,33.5,30,100,1,1,2010-11-02,3,22.67,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Fall","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.3631786511083,33.4632897564603,33.5,32.0310166843111,32.813252268297,33.5000000000001,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,39.1690268115701,41.9500007629395,2.78097395136933,0.0662925840474876,24.44,"Day","Fall Day"
44,10,1,33.5,33.5,30,100,1,2,2010-11-02,3,22.76,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Fall","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.3491566430842,33.4650625640027,33.5,31.6659072559796,32.7019973486893,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,34.3675571392367,41.6500015258789,7.28244438664217,0.174848598315591,28.33,"Day","Fall Day"
45,10,1,33.5,33.5,30,100,1,3,2010-11-02,3,23.18,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.3486336297064,33.461460660084,33.5,31.7720030871168,32.7215434035731,33.5,2010-11-02 11:14:54,2010-11-02 11:15:00,5.25999999046326,36.0469358648003,34.3499984741211,1.69693739067924,0.049401381835801,26.95,"Day","Fall Day"
46,10,1,33.5,33.5,30,100,1,1,2014-11-02,3,22.63,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Fall","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4578358484584,33.4842987070113,33.5,32.5395506729421,33.2194282988087,33.5759063823253,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,23.4104920763001,18.9500007629395,4.46049131336065,0.235382117877485,16.129,"Night","Fall Night"
47,10,1,33.5,33.5,30,100,1,2,2014-11-02,3,22.46,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Fall","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.4669037011115,33.4895296173192,33.5,32.6933802362976,33.2812872972144,33.5111243369073,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,23.1450516410714,17.6499996185303,5.49505202254113,0.311334398940837,15.8716666666667,"Night","Fall Night"
48,10,1,33.5,33.5,30,100,1,3,2014-11-02,3,22.6,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.4285775256707,33.4804514149039,33.5,32.1395891814883,33.0546559358543,33.5,2014-11-02 22:35:19,2014-11-02 22:35:30,10.4379999637604,22.0921381083722,17.25,4.84213810837224,0.280703658456362,12.79,"Night","Fall Night"
49,10,1,33.5,33.5,30,100,1,1,2013-11-15,3,22.68,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Fall","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.4110926014071,33.4754594210756,33.5,32.2562813826609,33.012369510929,33.5000000000001,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,24.3774319785621,10.4499998092651,13.9274321692969,1.33276865296674,18.99,"Night","Fall Night"
50,10,1,33.5,33.5,30,100,1,2,2013-11-15,3,22.56,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Fall","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.4036837216163,33.4778396309555,33.5,31.9686208510971,32.9520595933567,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,23.6671132614391,20.1499996185303,3.51711364290878,0.174546586079058,20.336,"Night","Fall Night"
51,10,1,33.5,33.5,30,100,1,3,2013-11-15,3,22.44,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.3675840447303,33.4687997369722,33.5,31.7727719946045,32.7794616165795,33.5,2013-11-15 22:34:59,2013-11-15 22:35:00,0.414000034332275,24.1421401081321,19.9500007629395,4.19213934519269,0.210132289968645,19.27,"Night","Fall Night"
52,10,1,33.5,33.5,30,100,1,1,2008-11-19,3,22.75,0,0,NA,1,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.275,0.95,"Low Volume PCC with additives","C4","Phoenix Encanto",15.7540882692817,"Fall","surface",0.4,1.4,2400,1050,0.275,0.95,0,0.5,3.2,4700,1850,"base",0.1,1.8,2300,800,NA,NA,0,"subgrade",1,1,1500,1900,NA,NA,0,33.2795462251916,33.4449035990574,33.5,31.0499906086292,32.3615204401414,33.5000000000001,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,33.1088516955449,31.75,1.3588516955449,0.0427984785998394,22.775,"Day","Fall Day"
53,10,1,33.5,33.5,30,100,1,2,2008-11-19,3,22.31,0,0,NA,2,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Thin whitetopping on Low Volume HMA","C1","Phoenix Encanto",15.7540882692817,"Fall","surface",0.1,1.4,2240,1050,0.35,0.95,0,0.25,3,4590,2010,"base",0.15,1.6,2350,960,NA,NA,0,"subgrade",1.25,1,1500,1900,NA,NA,0,33.2646322874696,33.4464861926176,33.5,30.6417900963437,32.2575355349107,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,29.8372178614525,26.0499992370605,3.78721862439198,0.145382676979277,26.39,"Day","Fall Day"
54,10,1,33.5,33.5,30,100,1,3,2008-11-19,3,23.02,0,0,NA,3,1.5,"Concrete and Composite Concrete-Asphalt Pavements","C",0.35,0.95,"Ultra-thin whitetopping on High Volume HMA","A6","Phoenix Encanto",15.7540882692817,"Fall","surface",0.08,1.4,2250,1050,0.35,0.95,0,0.38,3,4650,2010,"base",0.3,1.6,2400,960,NA,NA,0,"subgrade",1.12,1,1500,1900,NA,NA,0,33.2672043423336,33.4421493790122,33.5,30.9771691708899,32.3168070811571,33.5,2008-11-19 11:21:37,2008-11-19 11:21:30,7.82999992370605,33.0149623582693,NA,NA,NA,25.7016666666667,"Day","Fall Day"
